,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
423,600737,中粮屯河,食品,新疆,58.69,13.23,20.52,1690180.25,1112686.25,391747.41,412831.75,2.01,0.162,3.13,4.05,19960731,1392.7,0.01,1.29,348.02,12.41,3.86,187213,600737,中粮屯河,-21.13,15.43,16.17,9.42,12.17,71.66,  93.50亿,  1131亿,0.22,706.91,-33.85
424,000902,新洋丰,农药化肥,湖北,21.36,6.04,13.15,751391.94,381405.28,229778.72,68998.71,0.52,0.408,3.92,2.97,19990408,299062.25,2.27,-16.51,-14.38,16.84,7.96,20701,000902,新洋丰,-8.54,12.65,16.34,10.66,11.57,53.28,  19.16亿, 321.7亿,0.04,317.19,174.94
425,600277,亿利洁能,新型电力,内蒙,49.56,20.9,20.9,2270429.75,869487.63,579296.19,607444.94,2.91,0.104,4.57,1.51,20000725,110724.01,0.53,18.71,106.47,12.32,3.24,85254,600277,亿利洁能,-28.24,9.42,9.74,4.97,6.76,95.98,  66.09亿, 437.1亿,0.08,316.26,-71.01
426,002022,科华生物,医疗保健,上海,43.87,3.8,5.13,221433.3,140796.98,31142.72,29159.1,0.57,0.398,3.56,6.54,20040721,84857.75,1.66,19.33,7.65,42.69,19.63,45213,002022,科华生物,-19.52,28.08,32.85,16.49,22.6,99.21,  25.78亿, 571.9亿,0.07,678.1,-42.88
427,600790,轻纺城,商品城,浙江,19.56,10.47,10.47,809278.38,107510.07,20503.31,166506.06,1.59,0.265,4.42,1.56,19970228,105676.72,1.01,0.35,21.9,63.7,46.0,45790,600790,轻纺城,-15.51,7.93,8.71,4.8,6.7,81.46,  40.54亿, 262.6亿,0.05,387.23,-57.61
428,002411,必康股份,化学制药,江苏,43.43,2.81,15.32,1686290.0,833779.69,101368.11,489151.31,3.19,0.48,5.25,4.96,20100525,102757.25,0.67,121.05,173.73,54.03,25.92,23148,002411,必康股份,57.04,16.48,27.97,10.72,25.88,160.91,  33.72亿, 623.3亿,0.08,1200.26,-67.92
429,300250,初灵信息,通信设备,浙江,81.54,1.08,2.3,175807.09,72838.07,1509.12,110349.17,4.8,0.33,6.89,5.1,20110803,23215.53,1.01,52.74,213.27,69.61,27.31,13300,300250,初灵信息,-5.76,37.31,47.34,20.7,35.16,128.7,   9.38亿, 389.1亿,0.05,871.52,210.32
430,002724,海洋王,半导体,深圳,392.49,0.67,4.0,172326.27,116253.88,43871.0,36891.46,0.92,0.05,3.85,6.79,20141104,68342.5,1.71,2.6,368.92,70.19,3.61,18138,002724,海洋王,2.05,24.37,29.55,14.72,24.87,100.75,   9.61亿, 211.4亿,0.03,1433.5,-66.14
431,600022,山东钢铁,普钢,山东,689.95,82.22,84.2,5254250.0,1727968.38,2472104.25,1064047.5,1.26,0.003,1.98,1.35,20040629,-314326.59,-0.37,8.53,103.15,5.4,0.07,246192,600022,山东钢铁,-13.49,3.04,3.38,2.28,2.63,48.25,  112.5亿, 302.0亿,0.06,136.78,99.91
432,600320,振华重工,工程机械,上海,113.24,27.68,43.9,6176259.0,3209264.5,1490978.63,552697.88,1.26,0.035,3.45,1.55,20001221,332410.88,0.76,10.05,-11.22,15.23,0.85,273117,600320,振华重工,-12.77,5.95,6.53,3.96,5.19,64.9,  39.89亿, 196.4亿,0.04,144.09,29.01
433,600499,科达洁能,专用机械,广东,26.81,13.77,14.11,823903.69,470689.25,192361.41,28093.91,0.2,0.42,2.91,3.13,20021010,215309.7,1.53,22.5,-40.6,22.68,10.46,51269,600499,科达洁能,-17.52,10.79,11.57,5.91,8.9,95.77,  46.92亿, 586.7亿,0.11,340.65,39.8
434,000030,富奥股份,汽车配件,吉林,17.0,12.47,12.93,868783.13,404625.25,163989.16,52929.53,0.41,0.401,3.88,2.35,19930929,282615.78,2.19,31.75,43.07,17.31,12.52,34131,000030,富奥股份,-2.18,9.17,10.53,6.05,8.97,74.05,  20.40亿, 168.5亿,0.02,163.55,-37.31
435,600104,上汽集团,汽车整车,上海,9.21,110.26,110.26,54494580.0,29309072.0,4209782.5,4098541.5,3.72,2.094,16.7,1.54,19971125,9434767.0,8.56,11.5,8.6,12.42,4.41,103501,600104,上汽集团,37.73,18.21,26.55,16.24,25.08,63.49,  45.27亿, 982.1亿,0.19,41.06,199.19
436,002066,瑞泰科技,其他建材,北京,108.94,2.31,2.31,348030.19,244200.88,73224.96,16452.7,0.71,0.119,1.72,10.02,20060823,-2067.15,-0.09,-7.64,286.38,23.79,2.1,34891,002066,瑞泰科技,-15.1,20.26,21.52,11.53,17.2,86.64,  22.94亿, 380.7亿,0.05,992.87,-41.17
437,600126,杭钢股份,普钢,浙江,33.8,8.39,25.98,2546231.0,1055146.88,1028924.38,1129462.5,4.35,0.28,5.46,1.68,19980311,-22994.99,-0.09,-19.39,215.4,8.66,3.77,58461,600126,杭钢股份,15.68,7.78,10.98,5.63,9.0,95.03,  33.75亿, 267.1亿,0.05,402.32,-48.42
438,000333,美的集团,家用电器,广东,11.61,63.42,64.25,16299162.0,11368700.0,2083661.25,1335842.38,2.08,2.0,9.09,3.39,19931112,3721695.25,5.79,4.49,16.31,27.97,11.01,106167,000333,美的集团,68.28,17.75,32.25,15.97,29.87,101.94,  66.54亿,  1825亿,0.22,104.92,146.82
439,002109,*ST兴化,化工原料,陕西,0.0,3.58,3.58,167538.67,32326.85,128241.7,19684.25,0.55,-0.199,2.66,2.85,20070126,25138.5,0.7,-1.64,23.22,6.79,-11.28,20019,002109,*ST兴化,-12.88,8.54,9.39,5.56,7.44,68.88,  13.34亿,  92.0亿,0.01,372.14,-55.93
440,300258,精锻科技,汽车配件,江苏,33.7,3.75,4.05,200490.05,64222.68,105168.88,35061.7,0.87,0.338,3.46,4.39,20110826,58012.13,1.43,24.92,35.54,40.37,21.71,12818,300258,精锻科技,47.37,10.26,17.1,7.58,15.12,125.59,  11.09亿, 178.3亿,0.02,296.02,-33.57
441,600089,特变电工,电气设备,新疆,13.55,32.0,32.43,7701061.5,4708750.5,1730929.75,821523.06,2.53,0.545,6.99,1.41,19970618,1016379.88,3.13,-3.94,9.41,19.99,6.71,271569,600089,特变电工,-16.88,11.55,12.16,7.74,9.6,57.11,  68.09亿, 639.6亿,0.12,212.81,105.58
442,000819,岳阳兴长,石油加工,湖南,205.8,2.58,2.58,84395.85,54443.25,20266.31,7040.56,0.27,0.108,2.7,10.94,19970625,22986.77,0.89,-13.51,-23.64,11.15,2.79,26454,000819,岳阳兴长,-17.99,36.35,45.19,21.21,29.81,113.06,  11.66亿, 365.4亿,0.04,451.32,-73.64
443,600489,中金黄金,黄金,北京,83.51,34.51,34.51,3970576.75,1609219.75,1201852.13,415878.34,1.21,0.118,3.88,3.4,20030814,509521.06,1.48,-33.82,454.37,12.34,2.0,259218,600489,中金黄金,50.4,8.83,16.12,7.56,13.28,113.23,  173.2亿,  2114亿,0.4,501.79,189.83
444,002699,美盛文化,服饰,浙江,87.49,3.77,5.05,362322.91,280384.06,29240.9,240228.8,4.75,0.34,6.7,5.17,20120911,44893.62,0.89,38.94,66.57,43.85,33.96,21305,002699,美盛文化,-34.37,51.88,56.6,27.3,34.05,107.33,  12.14亿, 454.7亿,0.05,321.76,-77.26
445,000530,大冷股份,机械基件,辽宁,37.5,3.57,5.99,483850.31,211706.05,43134.12,95831.15,1.6,0.23,5.26,2.09,19931208,59645.51,1.0,4.58,32.51,17.51,10.53,39898,000530,大冷股份,4.66,10.51,12.85,7.7,11.0,66.88,  17.54亿, 221.6亿,0.03,492.09,-12.78
446,002052,同洲电子,通信设备,深圳,0.0,5.58,7.46,250198.2,154247.88,30802.68,87715.75,1.18,-0.203,1.86,6.51,20060627,-33380.28,-0.45,-43.53,-1352.3,20.59,-35.74,99420,002052,同洲电子,-1.78,12.38,15.44,10.03,12.16,53.94,  21.87亿, 276.7亿,0.03,392.18,-67.1
447,600252,中恒集团,中成药,广西,29.82,32.75,34.75,604510.44,311046.75,91460.8,8572.66,0.02,0.125,1.52,3.26,20001130,96770.09,0.28,-13.29,-27.66,69.25,38.93,180488,600252,中恒集团,-37.6,7.82,8.64,4.08,4.88,111.76,  129.0亿, 718.2亿,0.14,393.8,-77.53
448,000430,张家界,旅游景点,湖南,31.66,2.09,3.21,146395.05,24535.86,57492.05,9714.23,0.3,0.301,2.2,5.77,19960829,25896.99,0.81,-9.78,-26.62,44.48,21.14,25966,000430,张家界,-8.48,13.56,15.7,9.74,12.41,61.19,  14.00亿, 170.2亿,0.02,669.96,-66.17
449,600748,上实发展,全国地产,上海,38.73,14.08,18.45,3294573.75,3000848.25,6417.08,355940.84,1.93,0.171,4.8,1.84,19960925,322845.81,1.75,47.09,5.31,34.3,8.49,37465,600748,上实发展,-18.24,10.69,11.42,6.72,8.74,69.94,  30.86亿, 339.0亿,0.06,219.13,-0.11
450,601857,中国石油,石油开采,北京,617.86,1619.22,1830.21,240598816.0,41510200.0,65537100.0,12851600.0,0.7,0.009000000000000001,6.46,1.2,20071105,69999600.0,3.82,-11.85,-94.37,22.65,0.15,591681,601857,中国石油,-5.98,8.36,8.9,6.94,7.86,28.24,  85.59亿, 653.5亿,0.12,5.29,35.47
451,000818,方大化工,化工原料,辽宁,164.35,6.8,6.8,258217.47,51498.94,139508.0,125299.32,1.84,0.061,3.17,4.22,19971017,17060.42,0.25,-5.99,-28.84,13.68,2.33,45569,000818,方大化工,65.78,7.92,16.48,5.11,13.13,222.5,  32.37亿, 390.8亿,0.05,476.01,-64.65
452,002806,华锋股份,元器件,广东,217.56,0.2,0.8,54206.17,32981.15,15137.62,8258.58,1.03,0.24,4.31,16.17,20160726,16503.92,2.06,0.0,0.0,18.67,7.34,18404,002806,华锋股份,731.54,8.18,79.95,9.82,68.02,714.15,   2.21亿, 151.3亿,0.02,1106.74,109767.66
453,000595,宝塔实业,机械基件,宁夏,0.0,2.48,3.72,123386.72,65371.61,21032.3,80939.9,2.17,-0.14800000000000002,1.86,8.73,19960419,-50100.28,-1.35,-43.87,7.85,3.94,-41.43,35500,000595,宝塔实业,37.0,11.27,20.38,7.5,15.44,171.73,  33.37亿, 427.9亿,0.05,1347.63,93.21
454,601179,中国西电,电气设备,陕西,31.33,51.26,51.26,3419528.75,2603983.5,478807.94,1152898.63,2.25,0.147,3.61,1.7,20100128,158462.22,0.31,6.03,35.35,29.29,8.62,168463,601179,中国西电,-7.38,6.5,7.42,4.82,6.02,53.94,  40.85亿, 234.3亿,0.04,79.7,82.64
455,002330,得利斯,食品,山东,239.72,5.02,5.02,175455.05,65086.73,86662.3,48166.37,0.96,0.037000000000000005,2.64,4.46,20100106,32005.9,0.64,-2.63,-37.14,13.27,1.53,26011,002330,得利斯,-25.84,15.71,18.7,9.13,11.65,104.82,  32.90亿, 413.3亿,0.05,655.51,-86.08
456,300283,温州宏丰,电气设备,浙江,102.71,2.03,4.14,97520.18,61192.2,25639.2,1381.05,0.03,0.078,1.38,7.71,20120110,12562.4,0.3,12.37,161.11,19.3,6.01,12199,300283,温州宏丰,23.07,8.41,11.7,5.91,10.35,97.97,  10.28亿, 102.7亿,0.01,506.04,-43.42
457,000716,黑芝麻,食品,广西,62.32,5.41,6.38,317890.94,160958.7,77626.9,89629.35,1.41,0.095,2.8,2.81,19970418,26346.45,0.41,13.96,-14.34,30.57,5.14,35149,000716,黑芝麻,,7.55,8.84,5.58,7.55,58.42,  29.47亿, 330.4亿,0.04,544.85,28.03
458,603718,海利生物,生物制药,上海,129.66,3.05,6.44,146205.22,84666.05,39725.8,14694.34,0.23,0.111,1.5,12.74,20150515,12185.25,0.19,5.8,-3.46,77.41,28.5,17407,603718,海利生物,-6.31,20.12,24.56,14.3,18.85,71.75,   9.01亿, 213.4亿,0.04,295.35,17.74
459,600688,上海石化,石油加工,上海,12.2,73.05,108.0,3025867.5,1128297.75,1329878.63,53983.7,0.05,0.382,2.12,2.93,19931108,707808.63,0.66,-11.33,83.91,29.41,7.57,126843,600688,上海石化,-0.32,6.32,8.12,4.79,6.3,69.52,  102.9亿, 658.6亿,0.13,140.92,89.56
460,600387,海越股份,石油贸易,浙江,0.0,3.86,3.86,846956.5,171647.31,514297.81,16950.92,0.44,-0.001,3.01,4.52,20040218,32027.61,0.83,53.68,98.83,5.56,-0.01,22692,600387,海越股份,-24.74,17.62,20.46,10.19,13.26,100.79,  16.30亿, 227.1亿,0.04,422.53,-53.39
461,600340,华夏幸福,区域地产,河北,12.81,26.46,29.55,23560566.0,21290622.0,233448.45,660030.44,2.23,1.58,7.8,3.41,20031230,1242231.88,4.2,1.82,22.32,45.82,18.06,45636,600340,华夏幸福,-0.64,26.64,33.84,20.7,26.47,63.48,  31.18亿, 829.0亿,0.16,117.83,-41.97
462,601107,四川成渝,路桥,四川,11.38,21.63,30.58,3457803.25,821467.19,55538.8,184394.06,0.6,0.336,4.35,1.17,20090727,447917.84,1.46,4.24,24.87,35.99,20.47,80180,601107,四川成渝,5.53,4.88,6.01,3.68,5.15,63.32,  42.80亿, 206.7亿,0.04,197.92,-4.46
463,600098,广州发展,火力发电,广东,22.25,27.26,27.26,3603144.75,816514.06,1587758.63,382598.78,1.4,0.363,5.6,1.92,19970718,587496.19,2.16,19.07,0.44,15.82,6.18,66935,600098,广州发展,-17.84,12.95,13.31,7.23,10.64,84.09,  33.09亿, 298.5亿,0.06,121.39,26.29
464,002652,扬子新材,其他建材,江苏,64.12,2.6,3.2,213170.95,128423.3,38721.85,7249.47,0.23,0.193,2.1,7.85,20120119,25176.32,0.79,7.36,45.91,16.13,4.77,19910,002652,扬子新材,31.81,12.07,18.28,10.03,15.91,82.25,  11.98亿, 163.9亿,0.02,460.47,-65.51
465,002541,鸿路钢构,钢加工,安徽,45.94,1.66,3.49,807227.44,645879.94,121008.77,230365.05,6.6,0.43,10.92,1.94,20110118,107125.88,3.07,11.04,1.28,18.46,5.09,14208,002541,鸿路钢构,6.48,19.14,23.48,13.53,20.38,73.54,   7.99亿, 145.3亿,0.02,482.37,-35.37
466,000619,海螺型材,其他建材,安徽,35.6,3.6,3.6,394282.97,219144.38,149002.22,44097.85,1.22,0.253,6.9,1.74,19961023,142867.94,3.97,-7.74,23.06,16.22,3.78,31465,000619,海螺型材,-16.42,14.25,15.56,8.46,11.91,83.92,  15.00亿, 175.3亿,0.02,416.78,-14.89
467,002498,汉缆股份,电气设备,山东,35.77,33.25,33.27,659452.88,502004.19,41670.65,14835.04,0.04,0.096,1.31,3.51,20101109,62300.88,0.19,-5.05,30.79,18.96,11.05,163051,002498,汉缆股份,-42.49,7.86,8.55,4.13,4.52,107.02,  65.14亿, 362.7亿,0.04,195.91,-86.15
468,600690,青岛海尔,家用电器,山东,13.03,54.91,60.98,12062234.0,6102382.5,1542717.88,8338.3,0.01,0.627,4.11,2.65,19931119,1631189.75,2.68,18.78,6.49,29.07,4.54,184106,600690,青岛海尔,9.99,9.71,11.33,7.03,10.68,61.17,  66.34亿, 624.8亿,0.12,120.8,90.03
469,002702,海欣食品,食品,福建,519.34,1.64,2.98,114039.63,68425.13,32575.78,41344.03,1.39,0.027000000000000003,2.57,7.38,20121011,17727.65,0.59,8.92,135.57,30.13,1.36,62758,002702,海欣食品,-39.46,31.6,34.2,15.77,19.13,116.87,  45.12亿, 972.8亿,0.12,2751.03,-84.63
470,300280,南通锻压,专用机械,江苏,735.85,1.28,1.28,84406.0,48428.19,22396.46,42202.78,3.3,0.034,4.96,6.72,20111229,7069.56,0.55,3.49,6.83,26.52,2.26,6663,300280,南通锻压,41.26,23.68,36.68,23.18,33.45,58.24,   5.34亿, 163.9亿,0.02,416.95,-64.85
471,600370,三房巷,纺织,江苏,98.68,7.97,7.97,168414.77,130704.02,34246.73,5900.81,0.07,0.057,1.56,4.81,20030306,28152.28,0.35,-10.69,84.7,15.03,6.63,33291,600370,三房巷,22.05,5.85,7.9,3.87,7.14,104.13,  34.40亿, 324.0亿,0.06,431.53,-21.53
472,002272,川润股份,机械基件,四川,424.36,3.13,4.2,162415.42,101157.4,47722.62,63770.71,1.52,0.018000000000000002,2.77,3.75,20080919,8009.91,0.19,-32.48,191.68,22.03,1.98,31909,002272,川润股份,7.61,9.46,11.75,6.9,10.18,70.29,  26.71亿, 250.4亿,0.03,854.7,-63.42
473,600801,华新水泥,水泥,湖北,56.3,9.73,14.98,2596171.5,589338.56,1528666.75,250831.0,1.67,0.107,6.47,1.25,19940103,513921.44,3.43,-7.27,29.13,24.47,1.75,61061,600801,华新水泥,1.55,7.72,9.32,5.57,7.84,67.32,  32.62亿, 245.6亿,0.05,335.29,-16.33
474,002326,永太科技,化工原料,浙江,84.6,5.32,7.99,399456.34,161634.73,103315.21,61415.3,0.77,0.154,2.45,7.08,20091222,48843.32,0.61,17.61,-5.03,24.61,9.38,98189,002326,永太科技,-19.87,21.44,26.13,12.86,17.18,103.19,  39.00亿, 748.7亿,0.09,733.0,-82.82
475,600468,百利电气,电气设备,天津,150.63,4.56,5.41,279155.63,192975.61,36128.23,102062.46,1.89,0.07200000000000001,3.22,4.5,20010615,15284.45,0.28,4.37,24.41,22.46,5.5,22414,600468,百利电气,-10.34,15.66,19.29,10.99,14.04,75.52,  10.90亿, 160.1亿,0.03,238.89,-1.96
476,600567,山鹰纸业,造纸,安徽,57.54,37.67,45.51,2001358.38,738065.63,965496.38,428019.0,0.94,0.05,1.81,1.93,20011218,55901.76,0.12,16.5,0.4,15.57,2.44,305397,600567,山鹰纸业,-7.49,3.74,3.98,2.73,3.46,45.79,  85.00亿, 271.5亿,0.05,225.65,-39.91
477,600629,华建集团,建筑施工,上海,36.87,3.48,3.59,418023.44,353586.53,13237.12,18878.18,0.53,0.379,2.46,7.56,19930209,51674.03,1.44,-5.83,74.4,27.9,4.83,14430,600629,华建集团,-25.22,24.35,29.17,13.8,18.21,111.38,   5.23亿, 103.1亿,0.02,150.35,17.34
478,002755,东方新星,建筑施工,北京,4388.91,0.35,1.01,68409.93,63530.88,3499.25,14137.3,1.4,0.008,5.0,9.1,20150515,23398.8,2.31,-48.84,-95.92,13.42,0.74,21214,002755,东方新星,11.05,39.63,70.68,28.72,44.01,146.1,   8.11亿, 362.6亿,0.04,2306.72,-19.45
479,600282,南钢股份,普钢,江苏,38.12,38.76,39.62,3357955.5,826135.31,2200453.75,61406.17,0.15,0.057,1.65,1.77,20000919,130975.67,0.33,2.04,147.99,10.47,1.29,172450,600282,南钢股份,-11.46,3.23,3.32,2.28,2.86,45.61,  96.63亿, 260.0亿,0.05,249.33,4.35
480,600231,凌钢股份,普钢,辽宁,401.33,16.08,25.19,1614137.0,725661.31,722043.0,45192.5,0.18,0.005,2.02,1.45,20000511,153115.27,0.61,3.98,107.9,6.65,0.14,61639,600231,凌钢股份,-11.96,3.26,3.61,2.18,2.87,65.6,  69.79亿, 266.6亿,0.05,433.99,63.75
481,002287,奇正藏药,中成药,西藏,72.87,4.06,4.06,202165.22,128416.61,27841.95,41094.12,1.01,0.496,4.05,11.88,20090828,68002.81,1.67,-1.36,7.38,84.04,31.34,13993,002287,奇正藏药,51.14,29.76,65.3,24.12,44.98,170.73,   8.88亿, 344.4亿,0.04,218.74,337.8
482,300110,华仁药业,化学制药,山东,536.66,6.54,6.57,278017.19,117966.95,127022.07,31084.95,0.47,0.021,2.21,6.91,20100825,43455.03,0.66,12.77,-54.14,41.87,1.55,26760,300110,华仁药业,-8.98,16.71,20.96,9.53,15.21,119.94,  27.14亿, 425.4亿,0.05,415.22,-83.71
483,002321,华英农业,农业综合,河南,46.19,4.23,5.34,616513.94,401239.53,151215.88,161468.55,3.02,0.172,4.51,2.35,20091216,22095.27,0.41,25.05,187.23,11.66,5.17,36369,002321,华英农业,-8.08,11.39,13.65,8.7,10.47,56.9,  30.52亿, 334.8亿,0.04,720.68,-82.44
484,600871,石化油服,石油开采,北京,0.0,28.18,141.43,7434238.5,4114284.5,2863760.25,889421.63,0.63,-0.626,1.12,3.68,19950411,-771627.81,-0.55,-24.05,-330.02,-20.32,-31.88,166627,600871,石化油服,-50.3,8.41,9.15,3.6,4.18,154.17,  139.9亿, 674.6亿,0.13,496.23,130.56
485,300103,达刚路机,工程机械,陕西,179.44,0.84,2.12,100681.1,86295.31,10836.78,31679.55,1.5,0.097,4.01,5.8,20100812,27751.33,1.31,0.03,-36.55,25.65,12.28,12768,300103,达刚路机,6.12,20.92,30.55,13.38,22.2,128.33,  12.96亿, 263.0亿,0.03,1535.51,126.36
486,000962,*ST东钽,小金属,宁夏,0.0,4.41,4.41,273986.75,114101.8,129522.42,119767.26,2.72,-0.34600000000000003,2.96,3.83,20000120,-58514.28,-1.33,-37.59,52.29,-10.1,-24.47,38921,000962,*ST东钽,-21.33,14.16,15.85,7.9,11.14,100.63,   9.43亿, 108.8亿,0.01,213.81,-83.78
487,300464,星徽精密,机械基件,广东,111.73,0.89,2.1,79588.88,34513.8,26164.1,12414.78,0.59,0.136,2.38,8.54,20150610,15991.67,0.76,15.41,21.45,23.41,8.53,18139,300464,星徽精密,3.83,19.04,27.71,12.96,19.77,113.81,   8.43亿, 246.3亿,0.03,950.47,-26.07
488,002593,日上集团,汽车配件,福建,88.3,4.56,6.99,349153.91,240263.8,74343.82,73066.36,1.04,0.1,2.54,3.07,20110628,33750.96,0.48,3.04,52.26,17.78,4.71,34980,002593,日上集团,-29.16,10.77,12.54,6.51,7.63,92.63,  24.15亿, 320.3亿,0.04,529.44,-15.24
489,600085,同仁堂,中成药,北京,47.28,13.71,13.71,1666828.0,1329559.25,141288.52,200615.31,1.46,0.5529999999999999,5.53,6.3,19970625,365734.5,2.67,11.14,14.29,47.76,8.52,62028,600085,同仁堂,25.05,27.98,44.47,26.05,34.99,70.71,  29.06亿, 933.3亿,0.18,211.88,-5.37
490,002420,毅昌股份,塑料,广东,0.0,3.89,4.01,411852.22,281730.31,87693.42,80793.75,2.01,-0.117,3.98,2.57,20100601,35526.01,0.89,54.9,-348.55,7.73,-1.23,24186,002420,毅昌股份,3.89,9.77,13.21,7.1,10.15,86.06,  17.02亿, 163.8亿,0.02,437.48,-60.81
491,300180,华峰超纤,化纤,上海,109.68,3.0,4.75,340038.13,99621.49,178164.77,148253.75,3.12,0.17,5.49,4.17,20110222,58089.25,1.22,8.31,-36.41,22.16,8.03,15341,300180,华峰超纤,41.49,15.52,26.8,10.49,21.96,155.48,   6.29亿, 108.5亿,0.01,209.75,157.5
492,601997,贵阳银行,银行,贵州,10.78,5.0,22.99,32731974.0,0.0,186792.09,485419.31,2.11,1.46,8.93,1.89,20160816,940857.69,4.09,0.0,0.0,0.0,38.2,162031,601997,贵阳银行,63.3,10.19,21.2,13.45,16.64,57.62,  29.55亿, 521.6亿,0.1,591.03,35876.43
493,002569,步森股份,服饰,浙江,0.0,1.37,1.4,64842.11,50837.35,9910.32,31881.38,2.28,-0.199,3.5,13.95,20110412,323.61,0.02,-17.33,-232.77,31.77,-11.36,6190,002569,步森股份,58.84,31.0,58.29,26.1,49.24,123.33,   3.46亿, 142.4亿,0.02,251.68,-70.34
494,601128,常熟银行,银行,江苏,26.0,2.22,22.23,12551607.0,0.0,82973.1,69600.2,0.31,0.39,4.39,2.75,20160930,200559.3,0.9,0.0,0.0,0.0,23.85,182983,601128,常熟银行,132.1,5.14,14.2,6.78,11.93,109.44,  18.08亿, 215.7亿,0.04,813.53,61256.49
495,000026,飞亚达Ａ,其他商业,深圳,42.44,3.11,4.39,399071.91,290519.97,34990.35,106245.56,2.42,0.247,5.41,2.58,19930603,69986.4,1.6,-9.47,1.6,40.93,4.85,38418,000026,飞亚达Ａ,1.37,13.11,18.34,9.4,13.29,95.11,  22.10亿, 294.2亿,0.04,710.49,-39.19
496,603566,普莱柯,生物制药,河南,41.11,1.62,3.2,160248.7,99931.15,25188.17,41297.9,1.29,0.488,4.52,5.92,20150518,64058.75,2.0,17.99,33.31,71.79,36.6,15227,603566,普莱柯,-9.87,28.68,31.64,17.85,25.85,77.25,   6.03亿, 201.9亿,0.04,372.17,-70.65
497,300163,先锋新材,其他建材,浙江,103.68,3.3,4.74,122065.5,48371.73,32585.35,9409.44,0.2,0.097,1.51,8.85,20110113,14608.87,0.31,8.68,209.63,48.27,8.16,37769,300163,先锋新材,-3.26,13.5,15.09,7.97,13.06,89.34,  18.93亿, 228.4亿,0.03,573.86,-91.18
498,600961,株冶集团,铅锌,湖南,144.97,5.27,5.27,576432.31,251779.95,277430.84,86723.93,1.64,0.06,0.3,38.14,20040830,-131771.02,-2.5,-9.94,106.7,5.79,0.35,36695,600961,株冶集团,-16.0,13.31,15.4,9.07,11.18,69.79,  19.48亿, 216.9亿,0.04,369.27,-58.69
499,000825,太钢不锈,特种钢,山西,21.66,56.96,56.96,7333644.0,1748176.25,4602481.5,680322.0,1.19,0.14800000000000002,3.89,1.1,19981021,765762.25,1.34,-23.11,209.88,14.66,2.11,205586,000825,太钢不锈,4.98,4.02,4.51,3.04,4.22,48.36,  85.91亿, 322.6亿,0.04,150.83,45.53
500,300070,碧水源,环境保护,北京,97.61,20.09,31.23,2215032.0,1003041.38,39386.21,664504.56,2.13,0.141,4.59,3.99,20100421,404625.56,1.3,88.49,73.69,28.32,13.71,42738,300070,碧水源,-10.62,20.25,23.29,13.52,18.1,72.26,  31.09亿, 764.2亿,0.09,154.77,95.94
501,002152,广电运通,电脑设备,广东,36.55,12.87,16.19,1097252.75,704075.31,67347.17,310776.41,1.92,0.33,5.09,3.0,20070813,271226.5,1.68,22.92,5.93,46.22,19.51,37885,002152,广电运通,-23.31,19.69,21.59,11.95,15.1,80.67,  17.58亿, 353.1亿,0.04,136.61,16.35
502,000913,*ST钱江,摩托车,浙江,105.68,4.53,4.54,344918.63,179665.44,79601.49,133509.66,2.94,0.122,4.66,3.68,19990514,5412.02,0.12,-1.94,273.99,20.23,3.52,20247,000913,*ST钱江,50.71,11.26,20.48,6.71,16.97,205.22,  23.54亿, 301.6亿,0.04,519.19,-86.76
503,002785,万里石,其他建材,福建,387.66,0.5,2.0,114998.32,89808.22,8474.07,17332.67,0.87,0.075,3.21,12.01,20151223,25966.22,1.3,17.4,13.99,24.61,2.72,28608,002785,万里石,1185.77,2.74,48.0,3.62,35.23,1225.97,  21.44亿, 604.3亿,0.07,4288.54,230299.44
504,000736,中房地产,全国地产,重庆,44.96,2.97,2.97,1534926.5,1512726.38,4393.49,25407.03,0.85,0.317,5.19,3.66,19970425,94760.96,3.19,365.62,346.31,22.43,5.33,16526,000736,中房地产,13.19,16.45,24.49,11.81,18.62,107.37,  10.21亿, 184.1亿,0.02,343.4,17.38
505,002792,通宇通讯,通信设备,广东,63.84,0.45,2.25,249975.63,220052.25,14056.62,73251.21,3.26,0.695,7.88,7.5,20160328,76158.46,3.38,-3.68,-13.5,38.91,16.53,25845,002792,通宇通讯,182.13,19.92,67.5,23.95,56.2,181.84,   7.36亿, 481.6亿,0.06,1636.24,64776.36
506,600222,太龙药业,中成药,河南,1850.66,5.19,5.74,274412.0,139790.25,69357.02,65246.76,1.14,0.004,2.58,3.58,19991105,20561.89,0.36,-10.21,3.34,29.75,0.33,45032,600222,太龙药业,14.0,7.93,10.5,6.01,9.04,74.71,  29.57亿, 249.9亿,0.05,570.2,-26.69
507,000532,力合股份,元器件,广东,208.46,3.43,3.45,150464.72,40828.68,6462.0,2536.79,0.07,0.087,2.03,11.87,19940103,28066.77,0.81,52.4,19.17,43.08,15.07,44737,000532,力合股份,4.95,22.82,28.75,13.65,23.95,110.62,  29.16亿, 552.7亿,0.07,848.83,-77.03
