,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
1182,600267,海正药业,化学制药,浙江,319.98,9.66,9.66,2003183.63,699404.13,573490.25,364976.28,3.78,0.032,7.13,1.92,20000725,193436.95,2.0,9.37,599.64,26.54,0.42,26331,600267,海正药业,-3.58,13.98,16.73,9.85,13.48,69.85,  21.91亿, 288.5亿,0.05,226.92,-45.69
1183,600719,大连热电,供气供热,辽宁,0.0,4.05,4.05,124922.2,33624.4,75481.09,10217.32,0.25,-0.045,1.72,4.98,19960716,2667.0,0.07,-4.19,-10.79,18.96,-4.18,27183,600719,大连热电,1.88,7.98,9.7,5.04,8.13,92.46,  27.57亿, 206.4亿,0.04,681.3,-53.7
1184,600545,新疆城建,建筑施工,新疆,0.0,6.76,6.76,977740.88,727717.88,29859.5,56168.73,0.83,-0.329,2.71,4.42,20031203,43790.94,0.65,16.11,-288.19,8.86,-10.36,97669,600545,新疆城建,4.22,11.84,13.38,6.52,12.34,105.21,  23.44亿, 221.1亿,0.04,346.78,140.46
1185,000876,新 希 望,饲料,四川,12.69,34.57,41.68,3713051.25,963436.19,721256.75,215435.52,0.52,0.507,4.85,1.77,19980311,1269600.63,3.05,-4.82,19.06,8.08,4.77,88160,000876,新 希 望,-8.89,9.22,9.1,7.05,8.4,29.08,  45.25亿, 551.7亿,0.07,130.92,124.43
1186,300460,惠伦晶体,元器件,广东,222.2,0.69,1.68,88266.5,40448.15,38702.55,25689.24,1.53,0.093,3.89,7.07,20150515,20596.57,1.22,-13.85,-55.42,21.76,5.94,19289,300460,惠伦晶体,-24.4,34.83,40.93,20.17,26.33,102.93,   7.33亿, 202.7亿,0.02,1066.54,-66.62
1187,000995,*ST皇台,白酒,甘肃,0.0,1.77,1.77,51074.09,31620.03,8611.78,25793.53,1.45,-0.61,0.09,181.11,20000807,-42599.2,-2.4,157.71,-7618.73,17.67,-72.86,11127,000995,*ST皇台,23.52,12.71,18.68,9.61,15.7,94.38,   9.55亿, 134.8亿,0.02,538.39,8.93
1188,600371,万向德农,种植业,黑龙江,96.54,2.25,2.25,80400.43,51407.21,14126.13,3090.59,0.14,0.135,1.79,9.65,20020916,10411.38,0.46,-7.16,267.56,31.42,16.43,18382,600371,万向德农,-16.52,20.95,24.05,13.77,17.49,74.66,  10.01亿, 176.5亿,0.03,444.95,-79.23
1189,600127,金健米业,农业综合,湖南,245.16,6.42,6.42,159966.36,88360.63,51382.37,46615.17,0.73,0.021,1.16,5.95,19980506,-37675.48,-0.59,5.22,113.13,11.82,0.9,89628,600127,金健米业,-2.61,6.9,7.74,5.01,6.72,54.49,  33.08亿, 215.5亿,0.04,515.43,-51.23
1190,000596,古井贡酒,白酒,安徽,30.46,3.84,5.04,894041.19,527304.25,190463.73,129493.85,2.57,1.157,10.65,4.41,19960927,325587.88,6.47,12.23,16.35,74.26,12.93,24876,000596,古井贡酒,39.82,33.3,54.15,25.95,46.56,108.67,   8.95亿, 368.0亿,0.04,233.37,33.09
1191,600726,华电能源,火力发电,黑龙江,30.26,15.35,19.67,2466771.75,363515.09,1533834.88,150095.36,0.76,0.129,1.76,2.97,19960701,-33850.98,-0.17,-7.47,62.43,14.72,4.29,219962,600726,华电能源,-24.34,6.86,7.87,4.28,5.19,83.88,  41.24亿, 233.0亿,0.04,268.74,-45.77
1192,000166,申万宏源,证券,新疆,27.2,71.99,200.57,25134012.0,0.0,125284.42,444494.59,0.22,0.192,2.52,2.76,20150126,1664644.13,0.83,-53.09,-50.8,0.0,37.87,329930,000166,申万宏源,-9.16,7.53,8.67,5.26,6.84,64.83,  119.3亿, 949.9亿,0.11,165.66,-6.7
1193,300289,利德曼,生物制药,北京,93.47,3.18,4.24,160512.5,69243.57,65069.61,26399.78,0.62,0.112,2.88,4.83,20120216,48671.98,1.15,-14.15,-40.05,55.74,12.32,19426,300289,利德曼,-32.57,19.99,21.66,11.54,13.48,87.69,  12.73亿, 189.9亿,0.02,400.69,-64.12
1194,002700,新疆浩源,供气供热,新疆,80.08,3.13,4.22,102879.67,50875.95,40184.3,2375.48,0.06,0.131,2.07,6.73,20120921,38233.23,0.91,-22.08,-36.44,40.36,22.38,19864,002700,新疆浩源,5.81,13.09,17.85,9.49,13.85,88.09,  13.26亿, 191.2亿,0.02,423.58,-47.98
1195,000923,河北宣工,工程机械,河北,0.0,1.98,1.98,138403.86,76438.56,42160.03,16355.75,0.83,-0.158,1.96,11.55,19990714,-2328.7,-0.12,23.67,2.33,14.52,-17.26,27609,000923,河北宣工,27.48,17.21,31.7,11.04,21.94,187.14,  13.26亿, 249.6亿,0.03,669.6,21.27
1196,600796,钱江生化,农药化肥,浙江,73.29,3.01,3.01,101926.75,44279.37,40010.78,3758.08,0.12,0.125,2.03,6.03,19970408,19437.05,0.64,10.62,151.38,30.58,10.97,31666,600796,钱江生化,-4.21,12.6,14.67,7.35,12.07,99.59,  18.61亿, 217.3亿,0.04,617.54,-47.51
1197,000521,美菱电器,家用电器,安徽,33.18,5.92,10.45,1308135.63,1078790.0,122901.57,142922.56,1.37,0.22,4.58,1.53,19931018,93713.18,0.9,16.24,1.72,19.68,1.65,63129,000521,美菱电器,-3.27,7.03,7.49,4.75,6.8,57.68,  29.67亿, 186.6亿,0.02,500.85,-18.1
1198,600696,匹凸匹,区域地产,上海,0.0,3.41,3.41,87192.36,80625.53,499.81,4094.84,0.12,-0.122,1.36,9.04,19931206,4908.81,0.14,808149.0,-14.02,3.43,-76.23,60469,600696,匹凸匹,-23.29,15.76,20.92,11.37,12.09,83.99,  48.69亿, 697.6亿,0.13,1429.77,-88.61
1199,600622,嘉宝集团,区域地产,上海,46.93,5.14,6.83,1237970.5,1129183.75,9335.8,223943.7,3.28,0.26,7.25,2.18,19921203,170438.59,2.5,-8.97,-20.85,31.05,12.32,31290,600622,嘉宝集团,2.04,15.18,19.74,10.92,15.49,80.77,  23.23亿, 350.3亿,0.07,451.63,-66.18
1200,601018,宁波港,港口,浙江,27.81,128.0,131.73,5855678.0,1074499.63,2269101.75,888519.88,0.67,0.14300000000000002,2.62,2.03,20100928,1048644.25,0.8,-3.81,-17.49,25.17,15.05,297826,601018,宁波港,-35.4,8.08,7.6,4.51,5.22,68.51,  89.17亿, 516.2亿,0.1,69.67,-75.37
1201,600481,双良节能,环境保护,江苏,65.91,16.2,16.2,474895.0,330545.41,83958.46,1595.21,0.01,0.081,1.29,5.52,20030422,13660.94,0.08,-47.34,-38.1,38.82,9.29,57064,600481,双良节能,-30.3,9.9,10.15,5.03,6.9,101.79,  35.77亿, 238.8亿,0.05,220.75,-48.59
1202,300077,国民技术,半导体,深圳,175.68,5.38,5.64,313125.84,221298.97,1813.34,207790.42,3.69,0.083,5.13,3.81,20100430,28969.45,0.51,18.9,-27.59,33.96,11.34,44883,300077,国民技术,-8.29,20.39,24.24,13.95,18.7,73.76,  66.77亿,  1586亿,0.19,1241.26,-6.62
1203,600090,同济堂,医药商业,新疆,54.43,3.68,14.4,703165.25,480526.56,85500.38,194255.75,1.35,0.21,3.67,3.4,19970616,177742.77,1.23,-0.88,25.54,13.87,4.39,39153,600090,同济堂,-27.46,17.15,19.98,9.83,12.44,103.26,  16.17亿, 217.1亿,0.04,439.39,-69.34
1204,601336,新华保险,保险,北京,22.74,20.85,31.2,68909600.0,0.0,463800.0,2392000.0,7.67,1.534,19.15,2.43,20111216,2511200.0,8.05,-12.1,-44.63,0.0,4.06,46993,601336,新华保险,2.75,44.31,57.32,32.73,45.53,75.13,  35.08亿,  1509亿,0.29,168.22,-73.64
1205,002378,章源钨业,小金属,江西,1098.35,9.23,9.24,328387.03,135205.81,97256.88,57607.26,0.62,0.006999999999999999,2.07,5.2,20100331,25321.1,0.27,-15.05,108.54,7.13,0.76,47623,002378,章源钨业,-6.77,11.23,12.87,7.25,10.47,77.52,  54.55亿, 577.8亿,0.07,591.07,-62.3
1206,600624,复旦复华,综合类,上海,120.81,5.83,6.85,197590.31,89564.28,25490.07,17256.49,0.25,0.056,1.59,5.64,19930105,23069.46,0.34,-5.01,25.23,34.41,7.6,76781,600624,复旦复华,-31.41,12.83,13.68,7.84,8.8,74.49,  39.37亿, 480.6亿,0.09,675.01,-61.82
1207,600206,有研新材,半导体,北京,233.15,7.08,8.39,325410.78,272417.13,32083.25,140522.75,1.68,0.035,3.33,3.24,19990319,48151.62,0.57,52.31,121.99,6.07,1.09,73110,600206,有研新材,-30.47,15.16,17.64,8.56,10.54,106.07,  64.25亿, 782.4亿,0.15,907.69,-77.15
1208,002636,金安国纪,元器件,上海,62.25,2.46,7.28,284641.31,199132.73,74704.13,19133.28,0.26,0.217,2.13,8.47,20111125,58132.98,0.8,12.5,242.37,18.94,7.61,61981,002636,金安国纪,-21.45,22.1,28.79,12.95,17.36,122.32,  38.34亿, 652.9亿,0.08,1556.09,-81.79
1209,600643,爱建集团,多元金融,上海,29.4,14.34,14.37,1191177.75,401013.84,2830.15,255416.84,1.78,0.322,4.31,2.92,19930426,191884.41,1.34,32.76,7.71,44.26,133.02,96177,600643,爱建集团,-25.22,16.73,16.6,8.33,12.51,99.28,  87.96亿,  1007亿,0.19,613.35,-68.72
1210,000906,物产中拓,批发业,湖南,49.85,3.31,3.93,816769.38,703255.81,50698.46,85941.36,2.19,0.244,4.24,3.83,19990707,36602.43,0.93,53.85,41.49,2.79,0.44,20576,000906,物产中拓,-14.43,17.39,17.26,9.61,14.88,79.6,  14.68亿, 196.0亿,0.02,443.96,24.9
1211,002807,江阴银行,银行,江苏,32.89,2.09,17.67,10325330.0,0.0,76280.4,71443.8,0.4,0.32,4.86,2.6,20160902,231026.5,1.31,0.0,0.0,0.0,27.62,93973,002807,江阴银行,107.35,5.99,17.3,7.35,12.42,135.37,  15.76亿, 216.8亿,0.03,752.59,39553.41
1212,002242,九阳股份,家用电器,山东,21.08,7.65,7.68,488947.75,313379.16,67275.96,93464.21,1.22,0.7120000000000001,4.29,4.66,20080528,120091.15,1.56,0.37,8.16,32.63,10.85,36161,002242,九阳股份,1.69,20.15,23.59,13.7,20.49,72.19,  20.65亿, 396.0亿,0.05,269.8,-66.25
1213,300147,香雪制药,中成药,广东,94.33,6.6,6.61,757341.5,288209.97,154599.98,213441.77,3.23,0.116,5.15,2.84,20101215,52684.86,0.8,21.56,-47.08,32.14,5.79,32481,300147,香雪制药,-37.52,22.84,27.48,12.98,14.27,111.71,  26.87亿, 436.6亿,0.05,407.24,-51.14
1214,002413,雷科防务,通信设备,江苏,163.55,7.08,10.93,366808.06,184266.06,5490.56,189499.8,1.73,0.059,3.13,4.1,20100528,37255.18,0.34,-80.61,20.04,53.14,21.7,65618,002413,雷科防务,-24.62,17.06,22.73,10.79,12.86,110.66,  32.31亿, 727.8亿,0.09,456.14,-8.99
1215,603699,纽威股份,专用机械,江苏,53.24,1.55,7.5,402662.5,302413.38,71566.18,79643.63,1.06,0.258,3.26,5.62,20140117,69141.05,0.92,-10.99,-41.16,35.16,12.89,22310,603699,纽威股份,-12.06,20.64,22.4,15.1,18.15,48.34,   6.23亿, 113.1亿,0.02,401.8,-52.78
1216,000723,美锦能源,焦炭加工,山西,77.81,1.95,22.81,1331158.5,488350.06,672804.75,359315.19,1.58,0.16,2.9,5.71,19970515,60848.93,0.27,9.4,250.82,30.85,8.34,18001,000723,美锦能源,62.55,10.2,19.8,8.03,16.58,146.58,  18.87亿, 231.6亿,0.03,968.48,-64.49
1217,300177,中海达,通信设备,广东,225.21,3.13,4.37,186979.22,134168.06,17191.48,75117.61,1.72,0.049,3.57,4.14,20110215,33084.75,0.76,23.74,47.09,40.63,4.37,38972,300177,中海达,-25.81,19.37,20.12,11.33,14.37,77.58,  24.52亿, 371.0亿,0.04,783.35,-69.32
1218,600323,瀚蓝环境,水务,广东,19.81,6.29,7.66,1249718.38,173874.56,339294.63,174522.23,2.28,0.565,6.2,2.4,20001225,183707.56,2.4,7.19,35.4,34.07,15.97,31088,600323,瀚蓝环境,-12.69,16.79,17.18,11.01,14.66,56.04,  20.40亿, 284.1亿,0.05,324.49,-69.18
1219,002088,鲁阳节能,矿物制品,山东,51.2,1.37,2.34,207998.13,113124.35,68730.43,53795.51,2.3,0.273,7.02,2.66,20061130,74026.06,3.16,5.98,88.34,31.72,7.73,14516,002088,鲁阳节能,8.2,16.59,20.58,10.97,17.95,87.6,   9.53亿, 149.3亿,0.02,696.34,-45.85
1220,002031,巨轮智能,汽车配件,广东,231.18,18.72,21.99,474284.06,308492.81,98047.78,3979.56,0.02,0.012,1.34,2.8,20040816,56962.91,0.26,-32.71,-76.79,29.29,5.08,115850,002031,巨轮智能,-24.69,4.9,6.19,3.6,3.69,71.94,  62.65亿, 628.6亿,0.08,334.68,-54.19
1221,000066,长城电脑,电脑设备,深圳,485.28,13.24,13.24,4024189.5,3152790.5,352744.06,69435.77,0.52,0.02,2.01,6.53,19970626,60906.21,0.46,-4.83,119.42,10.11,0.05,97405,000066,长城电脑,-41.27,21.54,19.39,9.83,12.65,97.25,  37.06亿, 466.3亿,0.06,280.02,0.28
1222,600819,耀皮玻璃,玻璃,上海,126.23,6.72,9.35,769014.19,301685.47,340684.16,112304.35,1.2,0.045,3.03,2.48,19940128,29982.78,0.32,7.2,146.73,21.43,1.97,49220,600819,耀皮玻璃,-5.43,7.73,8.34,5.82,7.31,43.3,  18.87亿, 134.1亿,0.03,280.58,-71.18
1223,600135,乐凯胶片,化工原料,河北,101.85,3.68,3.73,193747.81,133092.77,23585.47,89991.36,2.41,0.111,4.4,3.43,19980122,22566.31,0.61,26.77,33.96,17.32,3.92,30446,600135,乐凯胶片,-9.6,16.14,22.89,11.45,14.59,99.91,  27.35亿, 447.8亿,0.09,742.56,-66.84
1224,002221,东华能源,石油贸易,江苏,43.96,12.72,16.2,2161410.5,1260185.38,545961.5,376707.81,2.33,0.26,4.01,3.29,20080306,97534.92,0.6,26.78,162.11,7.19,2.65,21869,002221,东华能源,0.78,12.89,15.84,8.57,12.99,84.83,  29.15亿, 476.2亿,0.06,229.16,3.07
1225,300348,长亮科技,软件服务,深圳,113.54,1.42,2.92,111921.45,60453.06,21084.81,30835.15,1.06,0.199,2.58,11.71,20120817,19265.65,0.66,66.68,2011.01,47.94,16.22,28647,300348,长亮科技,-16.02,34.4,40.14,18.71,28.89,114.54,  15.63亿, 593.6亿,0.07,1103.21,-21.35
1226,300330,华虹计通,软件服务,上海,0.0,1.68,1.69,53075.67,41521.37,10968.37,19397.76,1.15,-0.062,2.39,7.9,20120619,2974.36,0.18,-24.52,-974.33,89.66,-9.58,12720,300330,华虹计通,1.94,18.07,22.22,12.57,18.42,76.77,   9.42亿, 162.8亿,0.02,562.25,-66.65
1227,300192,科斯伍德,染料涂料,江苏,95.51,1.74,2.43,78620.46,43873.59,30132.61,20063.38,0.83,0.119,2.88,5.26,20110322,22849.07,0.94,-3.22,29.48,23.94,8.2,14733,300192,科斯伍德,2.01,13.94,17.65,9.64,14.22,83.09,  15.97亿, 214.9亿,0.03,915.44,-43.1
1228,000597,东北制药,化学制药,辽宁,665.36,4.39,4.75,978271.81,505174.06,315922.75,177760.27,3.75,0.013,4.84,2.35,19960523,-5686.06,-0.12,24.99,102.74,30.73,0.16,36189,000597,东北制药,20.9,9.14,12.12,7.8,11.05,55.38,  22.10亿, 219.4亿,0.03,503.95,4.42
1229,600456,宝钛股份,小金属,陕西,0.0,4.3,4.3,689530.19,395478.5,262169.22,237071.52,5.51,-0.27,7.6,2.49,20020412,29348.55,0.68,2.55,-29.11,11.86,-7.52,33767,600456,宝钛股份,-8.11,19.74,23.54,13.51,18.14,74.24,  21.92亿, 403.3亿,0.08,509.49,-63.93
1230,600765,中航重机,机械基件,贵州,81.54,7.78,7.78,1376600.5,840510.5,289547.03,135436.77,1.74,0.14,4.3,3.54,19961106,107890.45,1.39,-12.56,-10.22,27.17,2.73,73915,600765,中航重机,-24.37,20.11,21.02,13.3,15.21,58.05,  29.76亿, 475.2亿,0.09,382.46,-40.58
1231,000878,云南铜业,铜,云南,317.66,14.16,14.16,2261304.5,1057247.5,711421.88,439830.41,3.11,0.031,3.96,3.36,19980602,-74307.75,-0.52,-20.49,110.42,3.14,0.12,142637,000878,云南铜业,13.6,11.25,15.8,8.98,12.78,75.95,  114.0亿,  1353亿,0.16,805.16,-1.64
1232,002158,汉钟精机,工程机械,上海,35.25,5.3,5.3,238216.09,179591.81,43336.81,73186.4,1.38,0.243,3.6,3.17,20070817,53207.26,1.0,6.16,1.57,36.28,18.25,18273,002158,汉钟精机,-11.22,12.57,14.08,8.06,11.16,74.69,  12.30亿, 171.0亿,0.02,231.84,-28.41
1233,601218,吉鑫科技,机械基件,江苏,45.1,9.92,9.92,392255.16,282612.91,77988.81,58928.88,0.59,0.095,2.54,2.25,20110506,82435.42,0.83,-10.01,1.63,26.44,7.97,66325,601218,吉鑫科技,-21.55,7.1,7.33,4.46,5.57,64.35,  39.09亿, 217.8亿,0.04,394.15,-63.31
1234,600800,天津磁卡,综合类,天津,0.0,6.1,6.11,61067.75,29309.25,6842.62,13506.77,0.22,-0.067,0.08,121.95,19931206,-74407.81,-1.22,10.56,-288.2,19.77,-43.82,66162,600800,天津磁卡,2.65,9.07,12.81,5.7,9.31,124.74,  61.60亿, 537.6亿,0.1,1009.31,-44.76
1235,600621,华鑫股份,全国地产,上海,42.17,5.24,5.24,437686.66,279211.34,14283.45,21753.25,0.42,0.273,3.72,4.13,19921202,98827.65,1.89,32.71,-22.9,68.97,31.66,45661,600621,华鑫股份,12.94,13.21,18.18,8.82,14.92,106.12,  25.18亿, 298.6亿,0.06,480.55,130.57
1236,000001,平安银行,银行,深圳,6.6,146.31,171.7,279123808.0,0.0,740700.0,5646500.0,3.29,1.09,10.38,0.92,19910403,6946300.0,4.05,15.2,5.52,0.0,22.84,340324,000001,平安银行,-1.14,9.66,10.52,7.72,9.55,36.27,  130.3亿,  1307亿,0.16,89.05,10.26
1237,002222,福晶科技,元器件,福建,94.47,4.2,4.28,74700.75,34630.65,32842.78,6693.95,0.16,0.122,1.54,9.98,20080319,11984.99,0.28,42.49,48.93,53.88,22.75,73981,002222,福晶科技,16.01,12.99,20.97,9.51,15.07,120.5,  48.10亿, 852.0亿,0.1,1146.53,-29.14
1238,603116,红蜻蜓,服饰,浙江,34.75,1.81,4.09,406716.47,296799.44,58003.68,91502.55,2.24,0.499,7.63,3.03,20150629,172964.06,4.23,-6.56,-2.4,35.65,10.32,30722,603116,红蜻蜓,-27.55,31.11,34.38,20.49,22.54,67.79,  10.15亿, 245.7亿,0.05,561.8,-40.44
1239,601777,力帆股份,摩托车,重庆,48.8,12.37,12.56,2802292.25,1499908.0,540855.94,477487.34,3.8,0.14800000000000002,5.41,1.78,20101125,143038.47,1.14,0.63,-30.79,15.01,2.37,69701,601777,力帆股份,-48.19,18.24,18.2,7.95,9.45,128.93,  67.94亿, 747.0亿,0.14,549.39,-64.83
1240,002375,亚厦股份,装修装饰,浙江,43.6,11.32,13.4,1704314.38,1460699.88,48529.59,183730.72,1.37,0.2,5.32,2.18,20100323,366763.31,2.74,-20.97,-54.81,15.55,4.47,53496,002375,亚厦股份,-27.47,15.69,16.54,9.82,11.38,68.43,  43.80亿, 547.1亿,0.07,387.11,-78.79
1241,002181,粤 传 媒,出版业,广东,0.0,11.41,11.61,424099.25,209386.56,67182.5,127805.17,1.1,-0.207,3.14,2.47,20071116,99470.5,0.86,-28.72,-380.97,24.03,-31.8,63553,002181,粤 传 媒,-48.52,14.84,16.58,7.53,7.64,120.19,  43.22亿, 435.1亿,0.05,378.84,-84.18
1242,002249,大洋电机,电气设备,广东,57.39,9.15,23.66,1361502.25,625172.13,173921.36,519329.56,2.2,0.127,3.55,2.73,20080619,62044.57,0.26,33.01,37.69,23.14,6.35,57663,002249,大洋电机,-19.61,11.88,14.25,8.26,9.55,72.52,  35.29亿, 378.2亿,0.05,385.71,-50.11
1243,600509,天富能源,火力发电,新疆,19.24,9.06,9.06,1878307.38,369003.16,729118.0,257730.42,2.85,0.302,5.2,1.49,20020228,95990.55,1.06,3.03,-7.81,32.83,10.31,53744,600509,天富能源,-19.62,9.58,10.05,6.36,7.7,58.02,  21.32亿, 168.3亿,0.03,235.43,-21.74
1244,300347,泰格医药,医疗保健,浙江,104.23,2.99,4.75,213788.16,95873.72,18910.4,62327.66,1.31,0.21,3.25,8.97,20120817,40398.55,0.85,29.38,-9.81,40.84,11.73,15586,300347,泰格医药,-14.21,33.5,35.15,21.8,28.74,61.24,   9.13亿, 271.7亿,0.03,305.62,-51.36
1245,002103,广博股份,文教休闲,浙江,83.25,2.63,4.58,259483.91,74046.1,28196.59,80980.57,1.77,0.158,3.61,4.85,20070110,33099.37,0.72,14.92,35.38,21.76,6.4,13949,002103,广博股份,47.84,11.58,23.77,12.75,17.12,86.43,  14.31亿, 337.9亿,0.04,545.14,-42.24
1246,600128,弘业股份,商贸代理,江苏,78.52,2.47,2.47,289697.09,178928.84,28898.19,70878.78,2.87,0.149,6.15,2.53,19970901,43034.73,1.74,-23.98,15.6,7.92,1.67,25291,600128,弘业股份,5.51,14.16,17.58,10.27,14.94,71.18,  18.93亿, 265.3亿,0.05,767.18,-60.97
1247,000633,*ST合金,综合类,辽宁,0.0,3.85,3.85,88535.92,75712.09,10792.37,4787.01,0.12,-0.096,0.31,37.95,19961112,-37922.1,-0.98,-17.82,-88.51,4.54,-126.29,28407,000633,*ST合金,-28.5,16.0,18.1,7.71,11.44,134.76,  11.04亿, 129.7亿,0.02,286.87,-85.98
1248,600833,第一医药,医药商业,上海,78.9,2.23,2.23,115799.1,64233.94,8400.32,6518.93,0.29,0.18600000000000005,3.25,6.03,19940224,15253.02,0.68,1.28,28.05,15.63,3.6,19407,600833,第一医药,6.32,17.87,24.23,13.37,19.0,81.23,  11.10亿, 198.4亿,0.04,497.34,5.24
1249,600223,鲁商置业,区域地产,山东,56.71,10.01,10.01,4207260.0,4124179.5,43742.23,29922.19,0.3,0.078,2.21,2.67,20000113,81345.17,0.81,53.15,-6.29,15.25,2.11,32111,600223,鲁商置业,-31.86,8.35,9.3,4.62,5.69,101.3,  27.16亿, 168.3亿,0.03,271.36,-60.49
1250,600368,五洲交通,路桥,广西,18.77,8.34,8.34,1130341.38,381082.84,653606.88,57996.68,0.7,0.236,3.67,1.61,20001221,128436.9,1.54,-48.73,125.52,73.86,22.57,55638,600368,五洲交通,-8.13,6.4,6.94,4.45,5.88,55.96,  30.29亿, 169.7亿,0.03,363.28,-37.16
1251,600360,华微电子,半导体,吉林,143.66,7.38,7.38,369106.59,209396.66,115378.86,49220.69,0.67,0.051,2.73,3.6,20010316,69345.09,0.94,3.65,35.58,20.74,3.95,82344,600360,华微电子,-1.13,9.73,12.97,5.85,9.62,121.71,  72.78亿, 716.4亿,0.14,986.09,-67.6
1252,603698,航天工程,专用机械,北京,210.52,0.89,4.12,411144.31,281769.47,68562.86,105929.92,2.57,0.105,5.4,5.48,20150128,64153.55,1.56,-41.91,-68.48,31.53,7.41,27004,603698,航天工程,-18.13,34.86,36.26,22.1,28.54,64.07,   8.53亿, 252.2亿,0.05,961.27,-60.39
1253,002097,山河智能,工程机械,湖南,162.97,6.29,7.55,709210.19,448168.94,100261.15,96793.06,1.28,0.045,3.2,3.09,20061222,56157.57,0.74,3.43,337.4,29.45,2.89,85605,002097,山河智能,-7.96,10.43,11.39,6.18,9.6,84.3,  55.58亿, 518.2亿,0.06,883.02,-69.39
1254,001896,豫能控股,火力发电,河南,11.55,6.62,8.55,1341583.38,216851.7,1018613.63,307513.5,3.6,0.642,5.18,1.91,19980122,35795.21,0.42,57.78,25.42,26.97,13.22,40489,001896,豫能控股,-38.38,15.66,15.5,7.8,9.65,98.72,  31.04亿, 307.4亿,0.04,468.9,5.8
1255,603798,康普顿,石油加工,山东,54.98,0.25,1.0,91166.86,59296.18,10367.66,36293.3,3.63,1.03,7.57,9.18,20160406,26228.9,2.62,0.0,0.0,36.99,15.35,15263,603798,康普顿,221.17,20.64,76.88,22.7,66.29,238.68,   4.97亿, 313.5亿,0.06,1987.45,50998.57
1256,000666,经纬纺机,纺织机械,北京,27.14,2.94,7.04,3311133.25,2263038.75,189609.13,190770.98,2.71,0.603,9.19,2.38,19961210,254463.92,3.61,19.52,-4.57,44.56,9.82,26047,000666,经纬纺机,-3.52,22.75,32.92,16.25,21.95,102.58,  21.19亿, 456.1亿,0.06,722.08,-57.39
1257,600620,天宸股份,综合类,上海,177.07,6.87,6.87,356029.78,53750.71,2162.15,820.32,0.01,0.076,4.18,4.28,19921117,8375.71,0.12,5.31,-21.35,32.2,140.19,25971,600620,天宸股份,39.55,12.82,20.35,8.24,17.89,146.97,  28.24亿, 447.1亿,0.09,411.29,-85.45
1258,300236,上海新阳,染料涂料,上海,144.12,1.94,1.94,143402.27,76318.06,18242.75,79254.88,4.09,0.218,6.35,6.61,20110629,21365.95,1.1,15.45,11.7,43.6,13.52,17003,300236,上海新阳,-0.27,40.52,57.33,21.95,40.41,161.18,  12.92亿, 508.9亿,0.06,667.02,-65.37
1259,601016,节能风电,新型电力,北京,116.71,8.18,20.78,1758884.38,301304.22,1098373.25,325026.19,1.56,0.064,3.03,3.31,20140929,89012.13,0.43,1.13,-8.03,45.2,12.78,57381,601016,节能风电,-36.99,16.41,17.41,9.18,10.34,89.65,  20.38亿, 228.5亿,0.04,249.15,-26.28
1260,300240,飞力达,仓储物流,江苏,53.43,3.65,3.66,187386.5,112540.31,35736.21,24526.32,0.67,0.16899999999999998,2.84,4.24,20110706,41093.82,1.12,7.95,70.06,15.93,3.55,15426,300240,飞力达,-11.78,14.01,16.29,9.63,12.36,69.16,  20.52亿, 297.5亿,0.04,561.82,-49.85
1261,000937,冀中能源,煤炭开采,河北,263.65,28.69,35.34,4312667.0,1623705.38,1376247.75,415529.0,1.18,0.023,5.25,1.54,19990909,900537.63,2.55,-11.02,4699.33,21.96,0.9,78255,000937,冀中能源,50.2,5.1,9.3,4.47,7.66,108.05,  103.6亿, 641.4亿,0.08,361.1,177.98
1262,603006,联明股份,汽车配件,上海,43.62,0.69,1.93,109093.57,53058.23,35744.1,16140.9,0.84,0.5,4.1,6.89,20140630,44735.84,2.32,41.21,33.87,26.39,13.79,9193,603006,联明股份,12.27,24.36,33.2,16.15,27.35,105.57,   6.70亿, 215.9亿,0.04,973.02,7.29
1263,600109,国金证券,证券,四川,31.77,30.24,30.24,4650180.5,0.0,13059.66,784124.0,2.59,0.335,5.66,2.51,19970807,447216.84,1.48,-27.21,-39.79,0.0,29.34,165519,600109,国金证券,-8.0,15.12,17.62,10.28,13.91,71.4,  126.3亿,  1727亿,0.33,417.56,-58.02
1264,000589,黔轮胎Ａ,汽车配件,贵州,504.07,7.45,7.75,1026651.13,510607.66,383317.5,183544.38,2.37,0.009000000000000001,4.62,1.32,19960308,71692.03,0.92,15.25,-91.27,12.91,0.17,65680,000589,黔轮胎Ａ,-15.23,7.09,7.55,4.66,6.01,62.02,  34.45亿, 201.3亿,0.02,462.2,-45.47
1265,300307,慈星股份,纺织机械,浙江,60.54,7.93,8.02,425867.09,267825.31,17157.61,192787.59,2.4,0.152,4.86,2.52,20120329,95861.42,1.2,34.69,3.57,38.87,15.35,50456,300307,慈星股份,-22.8,15.57,19.16,9.45,12.02,102.75,  31.68亿, 439.7亿,0.05,399.35,-66.48
